x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
A2861,A1,A1,A0,A0,62.0,A0,A0,A0,A1,A0,A2,A2,84.45,A0
A2862,A0,A0,A0,A0,10.0,A2,A0,A0,A1,A1,A0,A2,94.9,A1
A2863,A0,A1,A1,A0,7.0,A0,A0,A0,A0,A0,A0,A0,74.4,A1
A2864,A1,A0,A1,A1,19.0,A2,A2,A2,A2,A2,A0,A0,20.2,A0
A2865,A0,A0,A0,A0,44.0,A2,A0,A0,A0,A0,A0,A1,68.85,A0
A2866,A0,A0,A1,A1,12.0,A2,A2,A2,A2,A2,A0,A2,21.15,A0
A2867,A1,A0,A1,A0,72.0,A0,A1,A1,A1,A1,A1,A3,90.95,A0
,A1,A0,A1,A0,47.0,A0,A0,A0,A1,A1,A0,A2,100.5,A0
A2869,A1,A1,A1,A1,23.0,A2,A0,A0,A0,A1,A0,A3,88.45,A0
A2870,A0,A0,A1,A1,35.0,A2,A2,A2,A2,A2,A1,A0,20.1,A0
A2871,A1,A0,A0,A0,3.0,A2,A2,A2,A2,A2,A0,A0,20.0,A0
,A0,A0,A1,A1,7.0,A2,A1,A1,A1,A1,A0,A1,69.7,A0
A2873,A0,A0,A1,A1,70.0,A0,A0,A1,A1,A1,A1,A1,114.75,A0
A2874,A0,A0,A1,A1,56.0,A0,A0,A1,A1,A1,A1,A0,115.85,A0
A2875,A0,A0,A1,A1,67.0,A2,A2,A2,A2,A2,A1,A0,20.8,A0
A2876,A0,A0,A0,A0,4.0,A2,A1,A0,A0,A1,A0,A2,55.9,A0
A2877,A0,A0,A0,A0,18.0,A1,A1,A0,A0,A0,A0,A1,33.5,A1
A2878,A0,A1,A1,A0,29.0,A0,A0,A0,A0,A1,A0,A2,84.3,A0
A2879,A1,A0,A0,A0,4.0,A2,A0,A0,A0,A0,A0,A2,70.15,A1
A2880,A1,A1,A1,A0,28.0,A0,A2,A2,A2,A2,A0,A0,25.7,A0
A2881,A1,A0,A1,A1,10.0,A0,A2,A2,A2,A2,A1,A1,26.1,A0
A2882,A1,A1,A1,A1,72.0,A0,A1,A1,A1,A1,A1,A1,89.55,A0
A2883,A1,A1,A0,A0,71.0,A0,A1,A1,A1,A1,A1,A0,89.85,A0
A2884,A0,A0,A1,A1,70.0,A0,A1,A1,A1,A0,A1,A1,68.95,A0
A2885,A0,A1,A1,A0,71.0,A1,A1,A0,A1,A1,A0,A3,52.3,A0
A2886,A0,A0,A0,A0,43.0,A2,A0,A1,A0,A0,A0,A2,75.2,
A2887,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,19.85,A0
A2888,A1,A0,A0,A0,25.0,A0,A2,A2,A2,A2,A1,A1,24.75,A1
A2889,A1,A0,A1,A1,31.0,A2,A2,A2,A2,A2,A1,A0,21.0,A0
A2890,A1,A0,A1,A0,53.0,A2,A0,A0,A1,A1,A2,A2,93.45,A0
A2891,A0,A0,A1,A1,43.0,A1,A1,A0,A0,A0,A0,A1,29.3,A0
A2892,A1,A0,A0,A0,72.0,A2,A0,A1,A1,A1,A1,A2,109.9,A0
A2893,A0,A0,A0,A0,2.0,A2,A1,A1,A0,A0,A0,A2,47.8,A1
A2894,A1,A0,A0,A0,13.0,A2,A2,A2,A2,A2,A2,A0,20.2,A0
A2895,A1,A1,A0,A0,22.0,A2,A2,A2,A2,A2,A2,A0,20.05,A0
A2896,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A3,69.7,
,A1,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A3,44.15,
A2898,A0,A0,A0,A0,69.0,A2,A2,A2,A2,A2,A1,A1,19.95,A0
A2899,A1,A1,A0,A0,13.0,A2,A0,A0,A1,A1,A0,A2,96.85,A0
A2900,A0,A0,A0,A0,60.0,A1,A1,A1,A0,A0,A1,A3,39.6,A0
A2901,A1,A0,A1,A0,14.0,A2,A0,A0,A0,A1,A0,A2,78.1,A0
,A0,A0,A1,A1,38.0,A0,A0,A0,A1,A1,A0,A1,101.15,A0
A2903,A0,A0,A1,A1,1.0,A2,A2,A2,A2,A2,A2,A0,20.4,A0
A2904,A1,A0,A1,A1,55.0,A2,A2,A2,A2,A2,A1,A1,19.4,A0
A2905,A1,A0,A0,A0,40.0,A2,A2,A2,A2,A2,A1,A1,19.65,A0
A2906,A1,A0,A0,A0,10.0,A2,A0,A0,A0,A1,A0,A3,80.25,A1
A2907,A0,A0,A0,A0,18.0,A2,A0,A0,A0,A0,A0,A3,75.9,A0
A2908,A1,A0,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A3,118.75,A0
A2909,A0,A0,A1,A1,63.0,A2,A2,A2,A2,A2,A1,A0,19.7,A0
A2910,A1,A0,A1,A1,46.0,A2,A2,A2,A2,A2,A1,A0,19.25,A0
A2911,A0,A0,A0,A0,32.0,A2,A2,A2,A2,A2,A2,A1,20.35,A0
A2912,A0,A0,A0,A0,70.0,A1,A1,A1,A0,A1,A1,A3,48.4,A0
A2913,A0,A0,A1,A1,56.0,A0,A0,A0,A1,A0,A0,A1,96.95,A0
A2914,A1,A0,A0,A0,4.0,A1,A1,A0,A0,A0,A0,A2,24.45,A1
A2915,A0,A0,A0,A0,45.0,A0,A0,A1,A1,A1,A0,A1,108.45,A0
A2916,A1,A0,A0,A0,8.0,A2,A0,A0,A1,A0,A0,A3,80.1,A1
A2917,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A2,19.75,A0
A2918,A1,A0,A1,A0,24.0,A2,A2,A2,A2,A2,A2,A0,20.15,A0
A2919,A1,A0,A1,A1,24.0,A0,A1,A1,A0,A0,A1,A2,64.35,A0
A2920,A1,A0,A1,A1,69.0,A0,A2,A2,A2,A2,A1,A3,25.6,A0
A2921,A0,A0,A1,A1,15.0,A0,A1,A0,A0,A0,A0,A3,59.65,A0
A2922,A1,A0,A0,A0,39.0,A2,A0,A0,A0,A0,A1,A2,80.45,A1
A2923,A1,A0,A0,A0,8.0,A2,A1,A0,A0,A0,A0,A0,44.45,A0
A2924,A0,A0,A0,A0,9.0,A1,A1,A0,A0,A0,A0,A0,24.6,A0
A2925,A1,A0,A0,A0,2.0,A2,A1,A0,A0,A0,A0,A2,45.55,A0
A2926,A0,A0,A0,A0,3.0,A0,A0,A0,A0,A0,A0,A0,75.0,A1
A2927,A0,A0,A0,A0,2.0,A0,A0,A0,A0,A0,A0,A2,79.45,A0
A2928,A0,A0,A1,A0,3.0,A2,A0,A0,A0,A0,A0,A2,70.3,A1
A2929,A0,A0,A1,A1,71.0,A0,A0,A0,A0,A0,A1,A2,84.8,A0
A2930,A0,A0,A1,A1,70.0,A0,A1,A0,A1,A1,A1,A2,84.1,A0
A2931,A0,A1,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A2,45.2,A0
A2932,A1,A0,A0,A0,35.0,unknown,A0,A0,A1,A1,A0,A2,100.25,A1
A2933,A0,A0,A1,A1,19.0,A2,A1,A1,A0,A0,A2,A3,48.95,A0
A2934,A0,A0,A0,A0,6.0,A2,A0,A0,A1,A0,A0,A2,84.85,A1
A2935,A0,A0,A1,A0,34.0,A0,A0,A0,A0,A1,A0,A0,88.85,A0
,A0,A0,A0,A1,27.0,A2,A2,A2,A2,A2,A1,A0,20.6,A0
,A1,A0,A0,A0,25.0,A0,A1,A1,A1,A0,A0,A3,78.35,A0
A2938,A1,A0,A0,A0,16.0,A0,A1,A0,A0,A1,A0,A3,63.05,A0
A2939,A1,A0,A1,A1,33.0,A0,A2,A2,A2,A2,A0,A3,24.25,A0
A2940,A1,A0,A0,A0,41.0,A2,A1,A1,A1,A1,A2,A3,79.85,A0
A2941,A0,A0,A0,A0,40.0,A0,A2,A2,A2,A2,A1,A0,24.6,A0
,A0,A0,A1,A1,68.0,A0,A1,A1,A1,A1,A1,A1,88.85,A0
A2943,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.1,A1
A2944,A0,A1,A0,A0,,A0,A0,A0,A1,A1,A2,A3,105.75,A0
A2945,A1,A0,A1,A1,,A2,A1,A1,A1,A1,A1,A1,87.25,A0
A2946,A0,A0,A1,A0,11.0,A2,A2,A2,A2,A2,A2,A0,20.55,A0
A2947,A1,A0,A1,A1,46.0,A2,A0,A0,A0,A1,A2,A3,90.95,A0
,A0,A0,A0,A0,1.0,A0,A2,A2,A2,A2,A0,A0,25.0,A0
,A1,A0,A1,A0,34.0,A0,A0,A0,A1,A1,A0,A2,100.45,A0
A2950,A0,A0,A0,A0,3.0,A2,A2,A2,A2,A2,A0,A0,19.1,A0
A2951,A1,A0,A0,A0,3.0,A2,A0,A0,A1,A1,A0,A2,89.45,A1
A2952,A0,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A2,A0,19.95,A0
A2953,A0,A0,A0,A0,18.0,A2,A1,A0,A0,A0,A0,A1,55.2,
A2954,A1,A0,A0,A0,2.0,A2,A0,A0,A0,A0,A0,A2,70.15,A0
A2955,A1,A0,A0,A1,44.0,A0,A1,A0,A1,A1,A2,A0,77.55,A0
A2956,A0,A0,A0,A0,3.0,A2,A0,A0,A0,A1,A0,A2,90.4,A0
A2957,A1,A0,A1,A1,72.0,A2,A0,A1,A1,A1,A1,A3,108.65,A0
A2958,A0,A0,A0,A0,13.0,A2,A2,A2,A2,A2,A2,A2,19.95,A0
A2959,A0,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A0,45.6,A0
A2960,A0,A0,A1,A1,69.0,A2,A0,A0,A1,A1,A1,A1,95.2,A0
A2961,A0,A0,A1,A0,42.0,A0,A0,A0,A1,A1,A2,A2,108.3,A0
A2962,A0,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A2,A1,19.3,A1
A2963,A0,A0,A0,A0,39.0,A2,A1,A0,A0,A0,A1,A3,49.8,A0
A2964,A0,A0,A1,A0,12.0,A2,A2,A2,A2,A2,A2,A3,19.8,A0
,A0,A0,A0,A0,14.0,A2,A2,A2,A2,A2,A0,A2,20.05,A0
A2966,A1,A0,A0,A1,50.0,A2,A0,A0,A0,A0,A1,A1,70.35,A0
,A0,A0,A0,A0,17.0,A0,A1,A1,A0,A1,A0,A3,65.75,A0
A2968,A1,A0,A0,A0,12.0,A2,A2,A2,A2,A2,A2,A3,19.35,A0
A2969,A0,A0,A0,A0,46.0,A1,A1,A0,A0,A0,A2,A1,33.7,A0
A2970,A1,A0,A0,A0,20.0,A1,A1,A0,A0,A0,A0,A1,24.9,A0
A2971,A1,A0,A1,A1,14.0,A2,A1,A1,A0,A0,A0,A3,59.45,A0
A2972,A1,A0,A1,A1,50.0,A0,A1,A0,A1,A1,A2,A1,84.15,A0
A2973,A0,A0,A1,A1,72.0,A2,A2,A2,A2,A2,A1,A3,19.95,A0
A2974,A1,A0,A1,A1,48.0,A0,A0,A1,A1,A1,A0,A1,105.25,A0
,A0,A0,A0,A0,53.0,A0,A0,A0,A1,A0,A0,A3,85.45,A1
A2976,A0,A0,A1,A1,42.0,A1,A1,A0,A0,A1,A2,A1,45.1,
A2977,A1,A0,A1,A1,28.0,A0,A0,A0,A0,A1,A2,A2,90.45,A0
A2978,A0,A0,A1,A1,33.0,A2,A2,A2,A2,A2,A2,A3,19.45,
A2979,A1,A0,A1,A1,61.0,A1,A1,A1,A0,A1,A2,A3,50.7,A0
A2980,A1,A0,A1,A1,72.0,A2,A2,A2,A2,A2,A1,A1,20.1,A0
A2981,A0,A1,A1,A0,59.0,A1,A1,A1,A1,A1,A1,A1,64.05,A0
A2982,A1,A0,A1,A1,69.0,A2,A1,A0,A0,A0,A2,A3,59.1,A0
A2983,A0,A1,A1,A0,20.0,A0,A0,A0,A1,A1,A0,A2,107.05,A0
A2984,A0,A0,A1,A1,49.0,A2,A0,A0,A1,A0,A0,A1,90.4,A0
A2985,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A1,A0,A2,79.7,A1
A2986,A1,A0,A0,A0,4.0,A0,A1,A0,A0,A0,A0,A2,50.7,A0
A2987,A0,A0,A0,A1,1.0,A2,A1,A0,A0,A0,A0,A2,49.9,A0
A2988,A0,A0,A0,A0,5.0,A2,A0,A0,A1,A0,A0,A0,80.1,A0
A2989,A0,A0,A1,A0,67.0,A0,A0,A0,A1,A0,A2,A3,88.4,A0
A2990,A1,A0,A1,A0,65.0,A0,A0,A1,A1,A1,A0,A2,105.05,A0
A2991,A1,A0,A1,A0,71.0,A2,A1,A0,A1,A1,A1,A1,80.7,A0
A2992,A0,A0,A1,A1,27.0,A0,A0,A0,A0,A0,A0,A3,75.75,A0
A2993,A1,A0,A0,A0,18.0,A2,A0,A0,A0,A0,A0,A2,69.8,A0
A2994,A0,A0,A1,A1,36.0,A0,A2,A2,A2,A2,A1,A1,25.1,A0
A2995,A1,A0,A1,A0,13.0,A0,A1,A1,A1,A0,A0,A2,76.2,A0
A2996,A1,A0,A1,A1,59.0,A0,A1,A1,A0,A0,A2,A0,65.5,A0
A2997,A0,A0,A0,A0,30.0,A2,A1,A1,A0,A0,A1,A0,55.65,
A2998,A1,A0,A0,A0,39.0,A0,A0,A0,A1,A1,A0,A2,103.45,A1
A2999,A0,A1,A1,A0,8.0,A2,A1,A1,A1,A0,A0,A3,60.9,A0
A3000,A0,A0,A0,A0,44.0,A1,A1,A1,A1,A1,A2,A2,54.0,A0
A3001,A0,A1,A1,A0,17.0,A0,A0,A0,A1,A1,A0,A1,100.45,A1
A3002,A1,A0,A1,A1,57.0,A2,A2,A2,A2,A2,A1,A3,19.75,A0
A3003,A1,A0,A1,A1,22.0,A2,A1,A0,A1,A1,A2,A3,69.5,A1
A3004,A1,A1,A0,A0,6.0,A2,A2,A2,A2,A2,A0,A3,19.5,A0
A3005,A1,A0,A1,A0,64.0,A0,A0,A1,A1,A1,A2,A2,115.0,A0
A3006,A0,A0,A1,A0,1.0,A1,A1,A0,A0,A0,A0,A2,23.45,A1
A3007,A1,A0,A0,A0,72.0,A2,A1,A1,A0,A1,A1,A1,73.0,A0
A3008,A1,A0,A1,A1,60.0,A1,A1,A0,A1,A1,A0,A2,49.75,A0
A3009,A1,A0,A0,A0,5.0,A2,A0,A0,A0,A0,A0,A0,75.65,A0
A3010,A1,A0,A0,A0,22.0,A2,A1,A1,A0,A0,A0,A2,49.8,A0
A3011,A0,A0,A0,A1,13.0,A2,A1,A0,A1,A1,A0,A1,66.4,A0
A3012,A1,A0,A0,A0,12.0,A2,A1,A0,A0,A0,A0,A2,45.05,A0
A3013,A1,A0,A0,A0,37.0,A0,A0,A0,A1,A1,A0,A2,100.05,A0
A3014,A1,A0,A0,A0,13.0,A2,A2,A2,A2,A2,A2,A2,19.65,A0
A3015,A1,A0,A0,A0,40.0,A0,A0,A0,A1,A0,A0,A3,93.4,A0
A3016,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.1,A1
,A1,A0,A0,A0,3.0,A2,A2,A2,A2,A2,A0,A0,19.6,A1
A3018,A1,A0,A1,A1,20.0,A2,A2,A2,A2,A2,A0,A0,20.05,A0
A3019,A0,A0,A1,A1,34.0,A2,A0,A0,A0,A1,A2,A3,78.95,A0
A3020,A1,A1,A1,A0,55.0,A0,A0,A0,A0,A0,A0,A2,85.45,A1
A3021,A1,A0,A1,A1,1.0,A2,A2,A2,A2,A2,A0,A2,19.45,A0
A3022,A1,A0,A0,A0,27.0,A2,A2,A2,A2,A2,A2,A0,19.15,A0
A3023,A0,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A2,45.3,A1
A3024,A1,A0,A1,A1,3.0,A1,A1,A1,A0,A0,A0,A1,29.7,A1
A3025,A1,A0,A1,A1,23.0,A0,A0,A0,A1,A0,A0,A2,83.75,A0
A3026,A0,A0,A1,A0,14.0,A2,A1,A0,A1,A1,A1,A0,81.95,A0
A3027,A1,A1,A0,A0,4.0,A0,A0,A0,A1,A0,A0,A2,89.2,A1
A3028,A1,A0,A1,A0,51.0,A2,A0,A1,A1,A0,A2,A2,93.5,A0
A3029,A0,A0,A0,A0,33.0,A2,A1,A0,A1,A0,A0,A1,66.4,A0
A3030,A1,A0,A1,A1,42.0,A0,A0,A1,A1,A0,A2,A1,94.45,A0
A3031,A1,A0,A1,A1,64.0,A0,A0,A0,A1,A1,A2,A2,111.45,A0
A3032,A0,A0,A0,A0,3.0,A2,A0,A0,A1,A1,A0,A2,98.7,A1
A3033,A1,A0,A0,A0,35.0,A0,A2,A2,A2,A2,A1,A3,23.3,A0
A3034,A0,A0,A0,A0,24.0,A2,A1,A1,A0,A0,A0,A2,54.95,A0
A3035,A1,A0,A1,A1,72.0,A0,A1,A1,A1,A1,A1,A3,92.65,A0
,A1,A0,A1,A0,60.0,A2,A0,A1,A1,A1,A1,A2,97.2,A0
A3037,A1,A0,A0,A0,5.0,A2,A0,A0,A1,A0,A0,A0,85.3,A0
A3038,A1,A0,A0,A0,,A2,A1,A1,A0,A1,A2,A2,64.35,A0
A3039,A0,A0,A1,A1,60.0,A2,A0,A0,A1,A0,A2,A2,90.95,A1
A3040,A1,A0,A0,A1,2.0,A2,A2,A2,A2,A2,A0,A2,19.6,A1
A3041,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A1,A0,A1,80.15,A1
A3042,A1,A0,A0,A0,23.0,A2,A2,A2,A2,A2,A0,A0,19.5,A0
A3043,A1,A0,A1,A1,15.0,A2,A1,A0,A1,A1,A0,A3,76.5,A0
A3044,A0,A0,A0,A0,1.0,A2,A1,A1,A0,A0,A0,A2,49.75,
,A0,A0,A1,A1,51.0,A0,A0,A1,A1,A1,A2,A1,110.05,A0
A3046,A0,A0,A1,A1,35.0,A2,A0,A0,A1,A0,A2,A2,89.7,A0
A3047,A1,A0,A0,A1,13.0,A0,A0,A0,A1,A1,A2,A1,104.15,A0
A3048,A0,A0,A0,A0,22.0,A0,A2,A2,A2,A2,A0,A1,24.85,A0
A3049,A1,A0,A1,A1,64.0,A2,A2,A2,A2,A2,A1,A0,20.2,A0
A3050,A0,A0,A0,A0,8.0,A2,A1,A0,A1,A1,A0,A2,66.25,A0
A3051,A0,A0,A0,A0,43.0,A0,A0,A0,A1,A1,A2,A0,94.35,A0
A3052,A1,A1,A1,A0,71.0,A2,A0,A1,A1,A0,A1,A2,99.4,A0
A3053,A0,A0,A1,A0,1.0,A2,A0,A0,A0,A0,A0,A2,76.2,A1
A3054,A1,A0,A0,A0,2.0,A2,A1,A0,A0,A0,A0,A0,45.85,A0
A3055,A1,A0,A1,A1,22.0,A2,A1,A1,A0,A0,A0,A0,61.15,A1
A3056,A1,A0,A0,A0,14.0,A2,A1,A0,A0,A0,A0,A2,50.45,A0
A3057,A1,A0,A1,A1,48.0,A2,A2,A2,A2,A2,A1,A0,20.0,A0
A3058,A1,A0,A1,A1,19.0,A2,A2,A2,A2,A2,A1,A0,20.15,A0
A3059,A1,A1,A0,A0,49.0,A2,A1,A0,A0,A0,A0,A0,43.8,A0
A3060,A1,A1,A0,A0,30.0,A0,A0,A0,A1,A1,A0,A2,104.1,A0
,A1,A0,A0,A0,71.0,A0,A0,A1,A1,A1,A1,A1,113.15,A0
A3062,A1,A0,A1,A0,68.0,A0,A0,A1,A1,A1,A1,A0,118.6,A0
A3063,A0,A0,A0,A0,9.0,A2,A0,A0,A0,A0,A0,A2,70.5,A0
A3064,A0,A0,A0,A0,56.0,A0,A0,A0,A0,A1,A0,A2,94.45,A1
A3065,A0,A0,A1,A0,72.0,A0,A0,A1,A1,A1,A1,A1,114.45,
A3066,A1,A1,A1,A0,18.0,A1,A1,A0,A1,A1,A0,A2,48.35,A1
A3067,A0,A1,A1,A1,28.0,A0,A1,A0,A0,A0,A2,A2,51.0,A0
,A1,A0,A1,A0,68.0,A0,A2,A2,A2,A2,A1,A1,25.8,A0
A3069,A0,A0,A1,A0,37.0,A0,A1,A1,A1,A1,A2,A0,79.25,
A3070,A1,A0,A1,A0,1.0,A2,A0,A0,A1,A0,A0,A2,78.8,A1
A3071,A1,A0,A0,A0,12.0,A2,A2,A2,A2,A2,A0,A3,19.45,
,A0,A0,A0,A0,72.0,A2,A1,A1,A1,A0,A1,A3,75.1,A0
A3073,A0,A0,A1,A1,58.0,A0,A0,A0,A1,A1,A2,A3,105.05,A0
A3074,A0,A1,A0,A0,32.0,A0,A0,A0,A1,A1,A0,A1,96.15,A1
A3075,A1,A0,A0,A0,59.0,A0,A2,A2,A2,A2,A1,A2,24.45,A0
A3076,A0,A0,A0,A0,3.0,A1,A1,A0,A0,A0,A0,A2,29.75,A0
A3077,A1,A0,A0,A0,19.0,A0,A0,A1,A0,A1,A0,A2,95.15,A1
A3078,A1,A0,A1,A1,72.0,A0,A1,A0,A1,A1,A1,A3,76.8,A0
A3079,A0,A0,A0,A0,41.0,A1,A1,A0,A1,A1,A2,A2,51.35,A0
A3080,A0,A0,A1,A1,72.0,A0,A1,A1,A1,A1,A1,A3,87.55,A0
A3081,A0,A0,A0,A0,27.0,A2,A1,A1,A0,A0,A2,A3,55.45,
A3082,A1,A0,A1,A0,70.0,A0,A0,A0,A1,A1,A2,A2,101.75,A0
A3083,A1,A0,A1,A1,54.0,A2,A2,A2,A2,A2,A1,A3,20.35,A0
A3084,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A2,18.85,A0
A3085,A1,A0,A0,A0,8.0,A2,A2,A2,A2,A2,A1,A0,20.85,A0
A3086,A1,A0,A0,A0,54.0,A0,A0,A0,A1,A0,A2,A3,94.75,A0
A3087,A1,A0,A0,A0,47.0,A0,A1,A1,A0,A0,A1,A0,65.0,A0
A3088,A1,A0,A1,A0,7.0,A2,A0,A0,A1,A0,A0,A2,81.1,A1
A3089,A1,A0,A1,A1,30.0,A2,A1,A0,A1,A1,A1,A3,80.8,A0
A3090,A1,A0,A1,A1,28.0,A2,A2,A2,A2,A2,A0,A3,19.55,A0
,A0,A0,A1,A0,72.0,A0,A0,A1,A1,A1,A1,A2,109.65,A0
A3092,A1,A0,A0,A0,1.0,A2,A1,A1,A0,A0,A0,A3,49.55,A0
A3093,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A1,20.3,A0
A3094,A0,A0,A1,A0,71.0,A0,A0,A0,A1,A1,A1,A1,104.15,A0
A3095,A1,A0,A0,A0,8.0,A2,A2,A2,A2,A2,A2,A3,20.2,
A3096,A0,A0,A1,A0,71.0,A0,A0,A1,A1,A1,A1,A3,116.1,A0
A3097,A0,A1,A1,A0,32.0,A2,A0,A0,A0,A1,A0,A1,80.3,A1
A3098,A0,A0,A0,A0,11.0,A2,A2,A2,A2,A2,A1,A0,20.4,A0
A3099,A1,A0,A0,A0,,A2,A2,A2,A2,A2,A1,A0,19.55,A0
A3100,A0,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A0,A0,20.35,A1
A3101,A1,A0,A0,A1,72.0,A2,A2,A2,A2,A2,A1,A0,19.75,A0
A3102,A1,A1,A0,A0,5.0,A1,A1,A0,A1,A1,A0,A2,45.7,A1
A3103,A0,A0,A1,A0,67.0,A2,A0,A1,A1,A1,A1,A2,111.05,A0
A3104,A0,A0,A1,A1,63.0,A0,A2,A2,A2,A2,A1,A0,25.25,A0
A3105,A1,A0,A0,A0,34.0,A0,A1,A1,A0,A0,A2,A0,64.4,A1
A3106,A1,A0,A1,A1,72.0,A2,A2,A2,A2,A2,A1,A3,19.55,A0
A3107,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,69.5,A1
A3108,A1,A0,A0,A0,52.0,A0,A1,A1,A1,A0,A2,A1,74.0,A0
A3109,A0,A0,A1,A1,,A2,A1,A0,A0,A0,A0,A0,61.9,A0
A3110,A1,A0,A0,A0,9.0,A2,A1,A0,A1,A0,A0,A3,59.5,A0
A3111,A1,A0,A1,A1,24.0,A2,A2,A2,A2,A2,A2,A0,19.9,A0
,A0,A0,A1,A0,64.0,A2,A0,A1,A0,A0,A0,A0,73.55,
A3113,A0,A1,A0,A0,13.0,A2,A0,A0,A1,A1,A0,A2,90.5,A1
,A0,A1,A1,A0,13.0,A0,A0,A0,A1,A1,A0,A2,95.25,A1
A3115,A0,A1,A0,A0,35.0,A0,A0,A1,A0,A1,A0,A1,91.0,A0
A3116,A1,A0,A0,A0,23.0,A2,A1,A0,A0,A0,A0,A1,49.7,A0
A3117,A1,A0,A1,A1,36.0,A2,A2,A2,A2,A2,A0,A3,19.2,A0
A3118,A0,A0,A1,A1,52.0,A2,A2,A2,A2,A2,A2,A1,20.85,A0
A3119,A1,A0,A1,A1,,A2,A0,A0,A0,A0,A2,A3,70.4,A0
A3120,A1,A0,A0,A0,61.0,A0,A0,A1,A1,A1,A2,A0,115.1,A0
A3121,A0,A0,A1,A0,10.0,A2,A1,A1,A0,A0,A0,A1,54.95,A0
A3122,A0,A1,A0,A0,38.0,A2,A1,A0,A1,A0,A2,A1,70.15,A1
A3123,A0,A0,A1,A0,19.0,A0,A0,A1,A0,A0,A0,A1,88.8,A0
A3124,A1,A1,A0,A0,60.0,A0,A0,A0,A1,A1,A2,A2,106.0,A1
A3125,A1,A0,A0,A0,9.0,A2,A2,A2,A2,A2,A0,A0,20.25,A0
A3126,A0,A0,A0,A0,22.0,A0,A1,A1,A0,A0,A0,A2,59.0,A1
A3127,A0,A1,A1,A1,50.0,A0,A1,A1,A0,A1,A1,A3,75.15,A0
A3128,A1,A0,A0,A0,48.0,A2,A1,A1,A0,A0,A1,A1,55.5,A0
A3129,A0,A0,A1,A1,61.0,A2,A2,A2,A2,A2,A1,A1,20.55,A0
A3130,A0,A0,A0,A0,45.0,A0,A0,A0,A1,A1,A0,A1,100.85,A1
A3131,A0,A0,A0,A0,1.0,A2,A0,A0,A0,A1,A0,A2,80.5,A1
A3132,A0,A0,A1,A1,42.0,A1,A1,A1,A1,A0,A1,A1,48.15,A0
A3133,A0,A0,A1,A0,64.0,A0,A0,A1,A0,A0,A2,A3,89.45,A0
A3134,A0,A0,A1,A1,38.0,A0,A2,A2,A2,A2,A1,A1,25.05,A0
A3135,A1,A0,A1,A1,11.0,A0,A1,A0,A0,A1,A0,A2,66.35,A1
A3136,A0,A0,A0,A0,52.0,A2,A2,A2,A2,A2,A1,A0,19.65,A0
A3137,A1,A1,A1,A0,67.0,A0,A0,A1,A1,A1,A2,A2,105.6,
A3138,A0,A0,A1,A0,72.0,A0,A0,A1,A1,A1,A1,A1,109.95,A0
A3139,A1,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A2,52.2,A1
,A1,A0,A0,A0,36.0,A0,A1,A1,A0,A0,A2,A0,54.45,A0
,A0,A0,A0,A0,53.0,A0,A1,A0,A0,A1,A1,A3,73.9,A0
A3142,A1,A0,A1,A1,35.0,A0,A1,A1,A1,A0,A0,A2,72.25,A1
A3143,A0,A0,A1,A0,40.0,A0,A0,A0,A1,A1,A2,A3,106.0,A0
A3144,A1,A1,A0,A0,54.0,A0,A0,A0,A0,A0,A0,A2,79.5,A1
A3145,A0,A0,A0,A0,17.0,A2,A0,A0,A0,A1,A0,A1,90.95,A0
A3146,A0,A1,A0,A0,1.0,A1,A1,A0,A0,A1,A0,A2,39.65,A1
A3147,A0,A0,A0,A0,51.0,A0,A1,A1,A0,A0,A2,A1,59.9,A0
A3148,A0,A0,A1,A1,64.0,A2,A2,A2,A2,A2,A1,A3,19.7,A0
A3149,A1,A0,A0,A0,54.0,A0,A0,A0,A0,A1,A1,A3,95.1,A0
A3150,A0,A1,A1,A0,72.0,A0,A0,A0,A1,A1,A1,A3,104.15,A1
A3151,A1,A0,A1,A1,26.0,A2,A0,A0,A1,A1,A0,A2,90.8,A1
A3152,A1,A0,A1,A0,26.0,A2,A1,A0,A1,A1,A0,A2,73.05,A0
A3153,A0,A0,A1,A1,5.0,A0,A2,A2,A2,A2,A0,A3,25.9,A1
